Unnamed: 0,id,uuid,name_zh,name_en,unit,sampling_start,sampling_end,valid_time,location,class_code,description,source_description,source_original_id,source_url,classification_system,source,source_type,completeness_type,first_class,second_class,third_class,data_entry_by,location_id,synonyms,data_version,create_time,class_id
84,1819131141114957824,1ebe6926-9f07-428b-a176-9ec6a74dfeb9,易切削钢（OZKAN），易切削钢（OZKAN）,"Free Cutting Steel (OZKAN), Free Cutting Steel (OZKAN)",tonne,,,,,,"Description: The product declared is “free cutting steel”. Özkan Steel produces this material using direct melting of scrap, with alloying elements added in the form of ferroalloys or metals. The production process includes electric arc furnace, ladle furnace, vacuum degassing, continuous casting, and hot rolling. Free cutting steel, also known as free machining steel, is characterized by its ability to form small chips during machining, enhancing machinability and preventing chip entanglement. It is available in various shapes such as square and round bars and is suitable for applications like hydraulic systems (fittings, valves, etc.) and engineering components (nuts, bolts, studs, etc.). The product adheres to ISO 683-4 and ASTM A29 standards. No specific reference service life is declared for free cutting steel bars, as the service life depends on the specific design and application of the final product.",The International EPD® System,,https://www.environdec.com/library/epd4095,,EPD,3,4,,,,吴宇森,,,,2024-08-01 15:00:36.521434,
85,1819131422959603712,e906dcf5-468f-4bf8-b25a-da9db9a7bc80,矿用钢（TH）、矿用钢（GI）、矿用钢（H）、矿用钢（单轨）、矿用钢（扁钢）,"Mining Steel (TH), Mining Steel (GI), Mining Steel (H), Mining Steel (Monorail), Mining Steel (Flat Bars)",tonne,,,,,,"Description: The product declared is “mining steel”. Özkan Steel produces this through direct melting of scrap, with alloying elements added in the form of ferroalloys or metals. The production process route involves an electric arc furnace, ladle furnace, continuous casting, and hot rolling. Hot rolled mining steel supports come in various shapes such as TH, GI, H, Monorail, and Flat Bars, suitable for mining and tunneling applications. The product meets standards DIN 21530-3 and PN-H-84042. No specific reference service life is declared; the service life depends on the specific design and application of the product.",The International EPD® System,,https://www.environdec.com/library/epd4096,,EPD,3,4,,,,吴宇森,,,,2024-08-01 15:01:43.718566,
86,1819131629482938368,d421a9b6-5ca9-433f-835c-17e3e55f5806,淬火回火 (QT) 钢（OZKAN）、方形棒材（OZKAN）、圆形棒材（OZKAN）、扁形棒材（OZKAN）,"Quenched  Tempered (QT) Steel(OZKAN), Square Bars(OZKAN), Round Bars(OZKAN), Flat Bars(OZKAN)",tonne,,,,,,"Description: Quenched & Tempered (Q-T) steel is produced by Özkan Steel utilizing their extensive metallurgical expertise. It involves the direct melting of scrap and the addition of alloying elements in the form of ferroalloys or metals. The production process includes electric arc furnace, ladle furnace, vacuum degassing, continuous casting, and hot rolling. This Q-T steel is available in various shapes such as square bars, round bars, and flat bars. It is commonly used for machine parts, engine parts, forged parts, axles, shafts, gears, nuts, bolts, studs, etc. The product complies with standards such as EN 10083-3, ISO 683-2, ASTM A29, ASTM A304, and BS-970. No specific reference service life is provided, as it depends on the specific design and application of the final product.",The International EPD® System,,https://www.environdec.com/library/epd4097,,EPD,3,4,,,,吴宇森,,,,2024-08-01 15:02:32.957121,
87,1819145974136836096,7d78c6bf-aca9-4e30-81fb-a8d948e66f54,3M Aura 9322（FFP2 NR D）颗粒物呼吸器,3M Aura Particulate Respirator 9322(FFP2 NR D),kg,,,,,,"Description: The 3M™ Aura™ Particulate Respirator 9322+ offers FFP2 NR D level protection, suitable for industries where workers face particle exposure. It complies with CE Approval standards EN 149:2001+A1:2009. With a distinctive Aura™ 3-panel design, the respirator accommodates facial movements during speech and features high-performance filter material for easier breathing. An integrated 3M™ Cool Flow™ Exhalation Valve aids in reducing heat and moisture buildup. Enhanced comfort and fit are ensured through an adjustable nose clip, a low-profile curved design, and a sculpted nose panel. These features also contribute to a wider field of vision and better compatibility with 3M eyewear. Additionally, the embossed top panel minimizes eyewear fogging, improving clarity. The chin tab facilitates easier donning and adjustments, while blue color-coded headbands denote the performance level. These respirators adhere to European Standard EN 149:2001 + A1:2009 and are categorized under CPC 27190 for filtering facepieces (FFP).",The International EPD® System,,https://www.environdec.com/library/epd2167,,EPD,3,4,,,,吴宇森,,,,2024-08-01 15:59:32.989178,
88,1819154237007990784,d7d57af8-79ca-4785-a065-47574e3a9923,OPTIMUS 60, OPTIMUS 60,kg,2023-12-18,2023-12-18,2028-12-18,,,"Description: Bevent Rasch is an industry-leading manufacturer of ventilation products in Sweden and the Nordic countries, with collaboration partners on the export market. Our products are at the forefront of development and have long set standards followed by the rest of the industry. With innovation, technology, and a long-term perspective as watchwords, we develop smart, high-tech solutions and safe installation methods, delivered with uncompromising timeliness.",The International EPD® System,,https://www.environdec.com/library/epd11211,,EPD,3,4,,,,吴宇森,,,,2024-08-01 16:32:23.011632,
89,1819154434329022464,df15d2be-3319-4577-99cc-c4adc9e9321c,"抽油烟机(122010), 抽油烟机(122010S), 抽油烟机(122012), 抽油烟机(122012S), 抽油烟机(122014), 抽油烟机(122014S), 抽油烟机(122410), 抽油烟机(122410S), 抽油烟机(122412), 抽油烟机(122412S), 抽油烟机(122414), 抽油烟机(122414S)","Cooker Hood(122010), Cooker Hood(122010S), Cooker Hood(122012), Cooker Hood(122012S), Cooker Hood(122014), Cooker Hood(122014S), Cooker Hood(122410), Cooker Hood(122410S), Cooker Hood(122412), Cooker Hood(122412S), Cooker Hood(122414), Cooker Hood(122414S)",kg,,,,Sweden,,"Description: The product is mounted above a stove to collect and exhaust the polluted air from cooking but also to provide light for when cooking. The hood will be connected to a ventilation system where a ventilation unit, including a fan, can be placed in connection to the cooker hood or centralized in a building. The ventilation unit is not included in the product. It is categorized as the subcategory range hoods for residential use without fan as described in EN 13141-3.",The International EPD® System,,https://www.environdec.com/library/epd15300,,EPD,3,4,,,,吴宇森,,,,2024-08-01 16:33:10.056052,
90,1819154522577178624,5f7fa917-6040-42a0-b719-2122ede5525c,防水屋顶,Hydrostop Roof,kg,,,,,,,The International EPD® System,,https://www.environdec.com/library/epd13766,,EPD,3,4,,,,吴宇森,,,,2024-08-01 16:33:31.096593,
91,1819154590273245184,69bcdc90-00a1-432a-bea9-542fbbfb2541,Sikacrete213 F（水泥基）,Sikacrete213 F (Cementbased),kg,2024-01-10,2024-01-10,2029-01-09,,,"Description: Cement-based pre-bagged, dry mix fire protection mortar for wet sprayed application, especially for concrete structures in tunnel construction. Uses include protection for concrete and reinforced concrete structures exposed to fire hazard. The thickness of the fire protection layer to be applied depends on the specified fire resistance.",The International EPD® System,,https://www.environdec.com/library/epd12134,,EPD,3,4,,,,吴宇森,,,,2024-08-01 16:33:47.236279,
92,1819154857047756800,f1142251-517a-433d-bac9-f0cca343b1fe,Ultracoll Thermo,Ultracoll Thermo,kg,,,,,,,The International EPD® System,,https://www.environdec.com/library/epd13563,,EPD,3,4,,,,吴宇森,,,,2024-08-01 16:34:50.840232,
93,1819155433043136512,76603ad2-a8ff-4a29-bba6-76d9d6d1b66a,POLIVER 密封胶（未提及具体产品编号）,POLIVER Sealants (No Specific Product Number Mentioned),kg,2024-07-25,2024-07-25,2029-07-25,,,"Description: POLIVER sealants are polyurethanes specifically formulated for sealing insulating glass units and come in several versions to meet the special needs of manufacturers and their systems. They are entirely solvent-free and can be used for the production of single- and double-sealed units. POLIVER sealants provide outstanding adhesion properties and excellent workability, high usability with the latest warm edge technologies, excellent compatibility with multiple glazing components, and extreme resistance and stability when exposed to humidity or UV rays. Using the POLIVER range of products in an insulating glass unit ensures excellent resistance to water and stress along the edges of the unit and maintains high protection for primary sealing. The POLIVER range of sealants is designed to perform as a gas barrier (low vapor and gas diffusion), a moisture barrier (resistance to water in liquid or gaseous form), and to provide chemical fogging resistance and structural bonding of the total unit. Thanks to these features, POLIVER contributes to achieving long-term durability of the IG unit and a high level of thermal performance by maintaining the seal and keeping the gases at optimum levels.",The International EPD® System,,https://www.environdec.com/library/epd13061,,EPD,3,4,,,,吴宇森,,,,2024-08-01 16:37:08.168393,
94,1819156514645086208,f9f49d6d-2936-4a1e-8a5f-03d560e8f10a,Vallox 99 MV RA12（AHU），Vallox 通风设备（带铝制热回收单元）,"Vallox 99 MV RA12(AHU), Vallox Ventilation Unit (with Aluminum Heat Recovery Cell)",kg,,,,,,"Description: People spend up to 90% of their time indoors and breathe thousands of liters of air each day. Ventilation aims at creating healthy and cozy indoor air in the building. Healthy indoor air is crucial in terms of well-being. Vallox ventilation units can be configured to different market areas and client needs and thus the naming of the unit may differ. The configuration that represents environmental impacts in this EPD is the one with the biggest impact, configured with all possible additional accessories (heating resistors, MyVallox Touch Panel), and an aluminum heat recovery cell. Other heat recovery cells available for different needs are manufactured from plastic and a combination of aluminum/steel. Vallox ventilation units are reliable and energy-efficient, designed and manufactured in Finland. They ensure efficient removal of humidity, smokes, odors, and emissions caused by construction and furnishing materials from indoor air. With an estimated average lifetime of 25 years, choosing a Vallox ventilation system allows you to enjoy clean and fresh indoor air.",The International EPD® System,,https://www.environdec.com/library/epd10355,,EPD,3,4,,,,吴宇森,,,,2024-08-01 16:41:26.042098,
95,1819156997489168384,8c02e2b0-dedc-4bc2-bbf4-18b7f46ce25c,Vallox 110 MV RA12 空气处理机组（AHU）,Vallox 110 MV RA12 Air Handling Unit (AHU),kg,,,,,,"Description: People spend up to 90% of their time indoors and breathe thousands of litres of air each day. Ventilation aims at creating healthy and cozy indoor air in the building. Healthy indoor air is crucial in terms of well-being. Vallox ventilation units can be configured to different market areas and client needs and thus the naming of the unit may differ. The configuration that represents environmental impacts in this EPD is the one with the biggest impact as it has been configured with all possible additional accessories (heating resistors, MyVallox Touch Panel), and an aluminum heat recovery cell. Other heat recovery cells available for different needs are manufactured from plastic and a combination of aluminum/steel. Vallox ventilation units are reliable and energy-efficient, designed and manufactured in Finland. They ensure efficient removal of humidity, smokes, odours, and emissions caused by construction and furnishing materials from indoor air, while maintaining a sufficient level of oxygen. These units have an estimated average lifetime of 25 years.",The International EPD® System,,https://www.environdec.com/library/epd10357,,EPD,3,4,,,,吴宇森,,,,2024-08-01 16:43:21.161570,
96,1819157198941589504,6cdf91dd-d288-431c-abea-a56c981de2d4,GA 标准 LED 投射轨道灯（26 瓦）,GA Standard LED Spot Track Light(26W),kg,2023-10-17,2023-10-17,2028-10-17,,,"Description: The GA Standard LED Spot Track Light is designed for lighting purposes in various settings, including retail, hospitality, office, and home segments. This product features a light-emitting diode (LED) as its light source with a power output of 26 W. It comprises an aluminum cast body, a printed circuit board (PCB), a luminaire, and an adapter.",The International EPD® System,,https://www.environdec.com/library/epd11100,,EPD,3,4,,,,吴宇森,,,,2024-08-01 16:44:09.191908,
97,1819157413039837184,a84842ee-5ea1-46ef-ba6a-52f53c9c2c3a,THIOVER 密封胶（聚硫配方）,THIOVER Sealants (Polysulfide Formulation),kg,2024-07-25,2024-07-25,2029-07-25,,,"Description: THIOVER sealants are polysulfides specifically formulated for sealing insulating glass units. THIOVER sealants are produced in different types to suit the individual requirements of the operator and of the equipment in use. THIOVER sealants are totally solvent-free and can be used to produce both double and triple-glazed IG units. They can be used at any latitude, because they adapt to all weather conditions during window installation. THIOVER sealants conform to the most advanced criteria for eco-compatibility and contain no heavy metals or other harmful components. THIOVER offers excellent performance in terms of thermal insulation, superior mechanical properties, and extremely low permeability to water vapor and gas. Thanks to their high chemical resistance, THIOVER sealants are compatible with all types of IG unit components. Using the THIOVER range of products in an insulating glass unit ensures excellent resistance to water and stress along the edges of the unit. Moreover, with its outstanding mechanical performance, high tensile strength, and good springback, this range of products maintains superior protection for primary sealing. The THIOVER range of sealants is designed to perform as a gas barrier (low vapor and gas diffusion), a moisture barrier (resistance to water in liquid or gaseous form), and also to provide chemical fogging resistance and structural bonding of the total unit. Thanks to these features, THIOVER contributes to achieving long-term durability of the IG unit and a high level of thermal performance by maintaining the seal and keeping the gases at optimum levels. This means extending the lifetime of windows and providing more comfortable indoor temperatures.",The International EPD® System,,https://www.environdec.com/library/epd13059,,EPD,3,4,,,,吴宇森,,,,2024-08-01 16:45:00.236557,
